order_id,city_tier,customer_age,customer_loyalty_score,order_hour,order_day_of_week,order_month,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,estimated_delivery_time,traffic_level_score,weather_severity_score,restaurant_rating,delivery_partner_rating,customer_rating,order_value,delivery_fee,discount_amount,tip_amount,final_amount_paid,number_of_items,cancellation_flag,delayed_delivery_flag,refund_flag,promo_code_used,premium_customer_flag,festival_or_weekend_flag,delivery_partner_experience_years,delivery_efficiency_score
76fdc3cc-8c80-4cbe-98d7-2f8f56cf8f6c,2.0,63.0,1.3023399,9.0,3.0,9.0,20.020327,27.0,77.0,76.0,1.6,0.6,4.4,3.6,4.1,100.0,7.688583,21.474771,4.836881,91.05069,12.0,False,False,False,False,False,False,5.0,74.1
9499805f-ec47-49c1-b3e8-fbd53cdc0314,2.0,27.0,6.61054,8.0,6.0,12.0,35.830128,20.0,109.0,115.0,1.0,4.8,3.7,3.9,3.6,116.86939,14.691107,15.605351,22.989496,138.94464,12.0,False,False,False,False,False,True,3.0,52.6
1afee422-b329-486c-8de5-0ea5bf82b6da,2.0,23.0,48.75873,19.0,2.0,4.0,2.0760834,56.0,83.0,68.0,3.3,7.8,4.1,4.6,4.1,116.58895,1.7264332,13.152626,7.9497533,113.11251,1.0,False,True,False,False,True,False,11.0,68.3
2029b436-3be2-4cb9-8b1a-a09e1779f78a,3.0,50.0,57.105206,18.0,2.0,12.0,11.014036,53.0,95.0,94.0,4.7,9.5,2.6,4.7,3.9,139.97151,12.715363,23.235388,8.794352,138.24583,6.0,False,False,False,False,True,False,2.0,42.0
8b741c12-054c-44ca-8cc7-2316de02c1fc,2.0,42.0,55.80622,4.0,1.0,10.0,28.67027,16.0,104.0,105.0,3.8,8.9,3.6,3.8,4.1,176.48152,4.6929383,6.835539,14.979561,189.31848,10.0,False,False,False,False,True,False,4.0,44.6
6009e1be-6d6e-4920-8e84-285eefda72a2,3.0,41.0,61.81992,18.0,5.0,5.0,38.448326,23.0,144.0,147.0,10.0,8.1,4.0,4.3,4.9,112.66998,7.9353786,2.6177952,6.925556,124.913124,3.0,True,False,False,True,False,False,3.0,15.6
146aa58a-71d8-40d8-a043-ee0cf7db9e99,3.0,57.0,51.914776,19.0,2.0,11.0,8.065944,28.0,70.0,62.0,9.7,0.2,3.5,4.9,3.7,100.0,9.478755,4.7138214,18.160112,122.92505,2.0,False,False,False,False,True,False,12.0,73.9
956f2160-881b-495a-a044-17dc2711b895,3.0,32.0,26.630611,11.0,4.0,1.0,31.924387,40.0,145.0,141.0,8.5,7.8,4.8,4.4,3.7,134.792,3.6937752,21.285017,18.782673,135.98343,1.0,True,False,False,False,True,False,8.0,27.7
c7c68720-a80c-426c-ba86-963c291be194,1.0,71.0,77.60109,5.0,1.0,7.0,22.778957,21.0,73.0,87.0,1.0,7.8,3.5,4.8,3.1,100.0,7.5368986,16.767174,20.517069,111.2868,8.0,False,False,False,False,True,False,11.0,76.9
9483862b-a8f4-412d-b214-996d7fe37b09,1.0,52.0,97.03035,13.0,6.0,7.0,34.80439,43.0,144.0,150.0,8.3,8.1,3.9,4.6,3.9,100.0,13.42088,21.615381,6.105135,97.91064,3.0,False,False,False,False,False,True,12.0,35.2
be117746-8328-4c40-9ab9-6cca5b2c60b6,3.0,33.0,82.28447,2.0,3.0,4.0,10.554596,18.0,48.0,52.0,2.2,4.6,4.2,3.8,4.2,100.0,4.2578588,20.999317,0.28654686,83.54509,4.0,False,False,False,False,True,False,12.0,91.1
abbeba9b-3ef0-49ee-9ff1-b1dd220e8bd7,3.0,59.0,75.63046,4.0,6.0,5.0,19.944504,47.0,93.0,93.0,2.5,0.2,4.7,4.1,3.7,110.464386,12.288618,3.9164696,11.472495,130.30904,2.0,False,False,False,True,False,True,5.0,66.5
1f69e58b-a3bc-44a6-be9a-71b24f87d9e4,3.0,72.0,53.629234,9.0,1.0,12.0,7.0655174,32.0,64.0,59.0,4.2,4.9,3.5,4.2,4.2,100.0,3.245499,15.043843,21.208763,109.410416,8.0,False,False,False,False,False,False,10.0,76.6
9da33f1c-a3a6-4f9a-afb6-271e6ac236da,3.0,47.0,36.021404,14.0,4.0,9.0,31.840954,51.0,143.0,152.0,8.7,9.4,4.6,4.2,3.9,100.0,13.739437,27.325346,0.59502554,87.00912,11.0,True,False,False,False,False,False,10.0,29.3
de2b6d9c-ef65-4c66-ab34-feedaa67ca4a,3.0,38.0,7.7549314,11.0,2.0,1.0,19.770317,30.0,81.0,82.0,1.0,4.4,4.1,4.6,3.3,100.0,12.0741205,18.881939,1.045539,94.237724,9.0,False,False,False,False,True,False,8.0,73.4
d00a5115-3dde-4eb8-8817-dce0453c42f7,3.0,35.0,49.82459,17.0,3.0,8.0,3.2584121,6.0,43.0,29.0,5.6,3.4,3.7,4.4,4.2,100.0,1.3199823,28.127491,16.552546,89.74504,2.0,False,True,True,True,False,False,15.0,93.5
b5f305b3-f076-4358-97a2-a34f142487af,3.0,72.0,0.3600416,17.0,5.0,12.0,28.09676,23.0,107.0,107.0,7.1,2.9,4.3,3.0,3.9,100.0,13.436193,9.192141,9.988624,114.23267,6.0,False,False,False,True,False,False,7.0,51.2
d9fb4fd9-5866-4ca9-a221-04ffba8c1922,1.0,43.0,50.127453,1.0,4.0,8.0,30.217274,6.0,99.0,105.0,8.3,5.7,4.2,3.7,4.1,100.0,7.71775,11.735946,5.4926376,101.47444,10.0,False,False,False,True,False,False,15.0,62.2
7f266a54-1be6-4012-99ed-9ec659eaec30,2.0,34.0,47.76566,12.0,4.0,5.0,10.690915,23.0,50.0,61.0,2.8,6.8,3.8,3.3,3.7,100.0,4.7103343,21.228905,20.918652,104.40008,6.0,False,False,False,True,False,False,10.0,82.2
13f6acbc-f2d8-49d0-84d3-d75fc1e85277,1.0,61.0,60.424488,14.0,1.0,9.0,1.3256943,33.0,52.0,56.0,6.3,9.2,4.1,4.3,3.6,100.0,1.8963047,4.5490303,14.125076,111.47235,6.0,True,False,False,True,True,False,9.0,69.0
513b4b50-7ea9-4fd6-91ee-f9aef88d83e3,1.0,37.0,28.691538,17.0,4.0,7.0,10.481251,29.0,64.0,73.0,6.5,7.3,3.9,4.3,4.1,100.0,11.547384,14.8722925,7.5247173,104.19981,7.0,True,False,False,True,False,False,4.0,57.6
96c29c64-68a1-4ef6-8315-81ca74bf8730,1.0,56.0,39.967175,12.0,5.0,6.0,32.907745,54.0,143.0,146.0,9.6,1.1,4.2,4.3,3.9,113.10963,0.11350833,25.94965,23.792957,111.06644,6.0,True,False,False,False,False,True,11.0,41.8
b26cb10b-75c3-41f0-b3a0-0d2eb309ea66,3.0,19.0,49.728367,16.0,5.0,5.0,36.061825,28.0,131.0,127.0,1.0,8.1,4.4,3.8,4.9,100.0,14.85065,11.312381,1.7603595,105.29863,8.0,False,False,False,True,False,False,5.0,42.4
1e29c0b6-6c4f-4350-8abb-5d8015fa109d,3.0,67.0,34.209625,3.0,4.0,1.0,31.9779,43.0,131.0,131.0,5.8,3.4,4.8,4.5,4.4,100.0,9.54332,7.3871164,23.306225,125.462425,1.0,False,False,False,True,False,False,14.0,56.1
70449f4a-87e6-496c-8b1b-764f643f3d9e,1.0,18.0,56.90654,15.0,4.0,7.0,30.848427,9.0,112.0,116.0,9.9,8.2,3.5,4.5,4.3,100.0,3.9685369,7.7030954,12.1579485,108.42339,8.0,False,False,False,False,False,False,6.0,33.9
3b43acbb-e09f-46c4-9856-4ac2b48108e4,3.0,64.0,49.74685,23.0,1.0,7.0,4.3247,46.0,61.0,75.0,7.5,8.5,5.0,3.7,3.9,100.0,9.48771,13.417618,23.411287,119.48138,8.0,False,False,False,False,False,False,9.0,64.0
325d1f38-1877-49bd-a9f9-9623250e96c1,1.0,74.0,69.03977,14.0,2.0,12.0,31.068176,17.0,116.0,109.0,6.8,3.0,3.2,3.6,2.9,137.83366,12.432167,2.450511,0.16409038,147.97942,7.0,False,False,False,False,True,False,13.0,58.9
d8c84623-4000-4bbf-a18b-2ff1ef770028,2.0,66.0,72.22673,5.0,4.0,6.0,3.0008905,28.0,41.0,44.0,6.3,0.8,4.0,4.2,3.6,100.0,8.497071,27.407505,10.095095,91.18466,11.0,True,False,False,False,False,False,4.0,77.0
f3b92829-cd07-496b-bce5-dc10cfa0c913,2.0,28.0,69.796616,16.0,2.0,5.0,5.4552,41.0,65.0,64.0,5.0,5.1,4.4,4.9,3.6,130.9711,0.9124373,19.239187,17.523396,130.16774,1.0,False,False,False,True,False,False,14.0,81.6
82c262d9-5d4f-4f95-9762-3edc23f5ca2f,1.0,55.0,10.171487,20.0,3.0,10.0,5.046754,26.0,36.0,43.0,3.3,1.9,4.2,4.9,3.8,100.0,7.363452,15.228207,1.5871779,93.72242,3.0,False,False,False,True,False,False,12.0,97.8
13c0a043-f193-40a0-89b3-6524e0a36377,1.0,56.0,9.790952,19.0,1.0,7.0,9.352814,38.0,71.0,74.0,8.3,2.4,3.8,4.4,4.0,100.0,1.1356739,0.6570499,19.737928,120.21655,10.0,True,False,False,False,True,False,15.0,78.4
911da83d-8bb3-4fbf-8919-40fef328f44d,1.0,32.0,47.941055,23.0,1.0,9.0,37.19136,10.0,122.0,127.0,10.0,3.9,4.0,4.2,4.0,100.0,12.689949,1.2444707,12.629302,120.865295,11.0,False,False,False,True,False,False,8.0,39.7
e7ddab96-668e-4e0c-a9b1-84fdec1fd8ab,1.0,64.0,31.60878,17.0,4.0,9.0,12.473425,58.0,85.0,96.0,5.7,5.0,3.9,4.6,4.2,100.0,13.884864,0.61934954,1.2651522,114.53067,3.0,False,False,False,False,False,False,11.0,66.9
07562f72-0f3e-4395-b2e1-c6c81f1508d1,1.0,46.0,69.571495,9.0,1.0,9.0,16.273066,9.0,63.0,70.0,4.7,8.4,3.8,4.0,4.6,100.0,11.649506,19.17979,15.869753,108.33947,4.0,False,False,False,True,False,False,5.0,61.8
6d29e24d-1248-4983-b7d9-38ccd5597747,1.0,63.0,69.554596,5.0,3.0,10.0,36.757915,7.0,110.0,110.0,3.4,3.7,4.5,3.9,3.8,125.23021,6.353651,6.922459,6.8933496,131.55475,6.0,False,False,False,False,False,False,2.0,47.3
13754af0-a35a-494b-a0e6-d6e61df008b8,1.0,36.0,30.819906,12.0,6.0,2.0,11.587058,8.0,53.0,51.0,4.3,5.0,4.3,3.3,4.1,100.0,6.8309317,12.605142,6.2410564,100.46685,9.0,False,False,False,False,False,True,9.0,78.9
4345e27c-4250-481c-813b-6cd2b951816a,2.0,70.0,33.80056,22.0,2.0,5.0,29.947363,28.0,105.0,110.0,1.0,7.2,3.8,4.2,4.2,100.0,3.8260849,26.753592,19.017029,96.08952,11.0,False,False,False,True,True,False,2.0,48.8
79b7513c-52cd-465d-b8c8-00bb698c9095,1.0,65.0,97.694824,13.0,1.0,1.0,28.103945,22.0,89.0,99.0,2.3,4.2,4.5,3.9,4.1,100.0,6.5187054,6.097467,0.61314535,101.034386,6.0,False,False,False,False,True,False,4.0,60.7
2f216e1f-6481-44c3-ba3c-2f62b64d2f05,3.0,49.0,69.32171,15.0,2.0,6.0,36.347027,51.0,137.0,140.0,3.5,1.2,4.2,4.2,4.7,137.82652,9.363007,16.89381,9.150733,139.44646,7.0,True,False,False,False,False,False,4.0,43.6
e0a3b98a-ea92-4966-9c9e-d0b9b087a6af,3.0,75.0,25.845602,2.0,1.0,11.0,20.486658,58.0,112.0,106.0,3.1,1.5,4.5,3.3,4.4,131.6651,11.840145,6.3509293,19.409273,156.5636,5.0,False,False,False,True,True,False,13.0,70.1
3af25f00-a7be-45aa-83c0-915e2b292400,3.0,49.0,69.47851,8.0,2.0,1.0,21.211065,32.0,82.0,90.0,3.6,3.1,4.4,4.3,3.3,179.0387,9.608191,20.679113,24.122461,192.09023,11.0,False,False,False,False,True,False,2.0,58.9
cca5aae3-e9f2-4d6f-b444-b2fb38986359,1.0,64.0,77.76958,2.0,3.0,3.0,33.94581,25.0,129.0,129.0,5.9,8.1,3.7,3.2,3.9,100.0,8.806612,6.07658,2.9043584,105.63439,7.0,True,False,False,True,False,True,4.0,31.6
f51b1c80-4141-48b4-b207-328b0ec3aed1,1.0,38.0,69.70942,0.0,1.0,2.0,18.765764,55.0,109.0,114.0,8.0,4.6,3.8,4.6,4.0,146.28523,5.6228538,0.34336174,22.169449,173.73416,12.0,True,False,False,True,False,False,3.0,38.9
efe635ed-23a3-4790-890a-1588ac4d4bc3,3.0,46.0,75.60434,4.0,1.0,2.0,37.368263,8.0,133.0,124.0,7.6,5.9,4.4,4.4,5.0,100.0,11.672414,4.164852,17.182272,124.689835,2.0,False,False,False,True,False,False,5.0,31.7
307dcfe8-58c3-4b03-86f5-daa4f2c406db,1.0,53.0,23.93035,22.0,3.0,5.0,13.887521,31.0,64.0,68.0,2.3,2.5,4.4,4.1,3.8,131.36392,0.7458799,0.9468359,2.8373783,134.00035,6.0,False,False,False,False,True,False,2.0,69.6
a0b6e682-5478-416a-9352-17fa3e34ad03,1.0,59.0,97.03192,11.0,5.0,10.0,17.618055,9.0,80.0,75.0,4.6,9.9,4.1,4.4,3.5,109.95568,12.386116,2.8259072,4.480058,123.99595,5.0,False,False,False,True,True,False,5.0,53.0
b1106f40-d61a-4a74-94af-92ceada5fcd7,1.0,22.0,81.624214,9.0,1.0,9.0,20.13433,9.0,79.0,71.0,6.5,0.2,4.2,3.8,4.2,101.9839,13.628573,2.956177,8.641626,121.29793,6.0,False,False,False,False,False,False,11.0,74.9
09fa0d1e-a7d5-46e9-9754-708ad7fe7bb4,3.0,20.0,10.590893,22.0,3.0,4.0,19.535503,34.0,91.0,79.0,1.1,0.7,4.7,4.2,4.3,100.0,13.228211,0.8774129,19.970547,132.32135,9.0,False,True,False,False,False,False,3.0,65.8
bccd116e-26d9-43fe-9161-7d62f5fae560,3.0,52.0,65.756836,9.0,1.0,1.0,36.48845,43.0,131.0,142.0,1.0,9.5,3.8,4.5,4.0,135.14552,2.320952,16.38242,0.5397295,121.62378,11.0,False,False,False,True,False,False,2.0,34.9
57ed61af-62bd-4217-9c2c-f38527c8aed2,3.0,33.0,43.375767,7.0,1.0,1.0,22.68166,9.0,73.0,84.0,8.8,1.5,4.3,3.0,3.9,126.19254,11.408403,27.920286,18.391102,128.07176,7.0,False,False,False,False,True,False,1.0,52.7
4d63d307-379a-4230-81d9-f78ce5fd9fc1,3.0,37.0,38.638382,11.0,1.0,8.0,31.862995,47.0,134.0,125.0,1.0,3.8,4.0,4.0,4.5,100.0,13.982486,14.504543,22.387617,121.86556,1.0,False,False,False,True,False,False,2.0,42.3
6856a3b5-b627-4e6b-a078-fc61fc8886b9,3.0,32.0,24.15613,7.0,6.0,6.0,31.380144,33.0,129.0,121.0,5.3,3.8,4.0,4.2,3.5,100.0,10.733581,27.96539,11.089108,93.8573,3.0,False,False,False,True,True,True,14.0,57.3
02e3ff01-910c-4616-bca0-0edb6cede2e5,3.0,68.0,76.955315,15.0,5.0,4.0,21.752132,9.0,73.0,78.0,1.0,9.9,4.6,4.1,3.8,100.0,13.506064,27.868492,15.22251,100.860085,9.0,True,False,False,True,False,False,5.0,63.0
92a6d147-e026-4996-8886-179c8c7ba833,2.0,49.0,8.240871,8.0,3.0,1.0,38.070984,22.0,95.0,121.0,3.5,0.5,4.5,4.8,3.7,168.3671,3.839248,2.0949047,24.147589,194.25903,8.0,False,False,False,False,False,True,13.0,77.6
0fd3d676-e344-42e7-8cea-6da31190a228,1.0,69.0,97.71391,22.0,2.0,5.0,26.59749,9.0,89.0,88.0,1.9,6.7,4.5,3.8,4.6,100.0,4.68776,4.296629,11.315253,111.70638,4.0,False,False,False,True,False,False,1.0,52.4
2a30dea6-9e46-474a-852a-15fb30b9021e,2.0,48.0,86.0544,15.0,1.0,2.0,23.109812,60.0,108.0,120.0,2.5,5.9,4.7,4.0,4.2,100.0,9.253174,25.179132,1.1333541,85.2074,2.0,False,False,False,False,True,False,2.0,46.6
4462e438-4229-403f-b7da-ced2c8129534,3.0,44.0,94.274055,5.0,1.0,10.0,23.950884,23.0,74.0,81.0,1.0,0.6,4.1,3.4,3.4,149.43419,7.373641,16.355858,18.601168,159.05315,9.0,False,False,False,True,False,False,14.0,92.7
259dc553-64f4-439b-a043-6068eff7265f,3.0,36.0,76.43135,23.0,1.0,8.0,2.22681,30.0,49.0,48.0,9.1,0.4,4.4,4.8,3.5,147.52791,0.4496638,6.6423564,13.434411,154.76962,2.0,False,False,False,False,False,False,15.0,88.6
89df432a-34b0-4e45-8bd2-7fad6e3a0f76,1.0,56.0,64.43566,14.0,5.0,11.0,0.85699755,22.0,48.0,45.0,9.7,4.1,4.0,4.1,5.0,100.0,11.892679,29.61085,3.6154842,85.897316,3.0,False,False,False,True,False,False,7.0,67.8
b7dc33d2-7974-4ee1-be36-18d443cab8c7,2.0,38.0,86.53791,6.0,3.0,8.0,22.308027,18.0,109.0,96.0,7.1,7.8,4.2,4.0,4.6,100.0,13.180233,22.421148,16.392906,107.15199,8.0,False,True,False,False,False,False,6.0,41.3
938f5d8f-17f0-4c42-ace7-e1ba6df307c4,2.0,48.0,38.60584,23.0,1.0,9.0,35.361458,31.0,120.0,123.0,3.3,2.4,4.0,4.2,4.5,100.0,12.608226,6.8920326,5.158115,110.874306,5.0,False,False,False,False,False,False,13.0,65.2
f7c93282-cdb7-4861-b245-f33a326eba4d,3.0,23.0,88.655716,10.0,3.0,4.0,15.914204,11.0,71.0,79.0,9.4,7.6,4.1,4.5,4.0,147.63126,5.2084727,10.444363,4.937408,147.33278,6.0,False,False,True,True,True,False,15.0,68.4
5f1d01e6-bbff-4887-a309-0595e9b0a6d9,1.0,41.0,84.530396,20.0,1.0,5.0,21.197159,33.0,93.0,86.0,1.0,2.9,4.4,4.3,4.8,163.76709,7.0315127,6.4654803,3.9029148,168.23604,2.0,False,False,False,True,True,False,5.0,65.4
2aaab743-27f0-4c44-839e-826c52c56339,3.0,56.0,7.8071103,7.0,5.0,9.0,18.769924,37.0,95.0,92.0,3.9,4.9,3.7,5.0,3.4,100.0,6.0162954,14.794584,15.730897,106.95261,2.0,False,False,False,True,False,False,4.0,54.0
532170c2-adb2-4b69-9cf6-f81f8b09244d,2.0,59.0,35.744102,12.0,1.0,8.0,11.392518,9.0,52.0,55.0,8.2,1.9,5.0,4.4,4.4,180.5765,10.700603,1.1586031,18.632605,208.75111,7.0,False,False,False,True,True,False,2.0,63.6
f2b0730a-64e2-4eb5-9af1-8d707110fc24,2.0,59.0,42.269188,14.0,6.0,7.0,25.91568,13.0,100.0,100.0,6.2,8.2,3.6,4.0,3.8,100.0,9.172543,0.96589077,12.295783,120.50243,6.0,False,False,False,False,True,True,5.0,44.3
a2c9a652-d8b9-4b3a-8cae-61e2f759fcfb,2.0,61.0,61.89368,7.0,3.0,5.0,4.316641,12.0,41.0,44.0,7.9,5.5,3.6,4.0,3.9,100.0,9.478977,10.0001745,16.582367,116.06117,6.0,False,False,False,False,False,False,15.0,86.6
73fa5f23-576e-4c8c-9cac-88219b733577,3.0,52.0,59.129555,5.0,5.0,12.0,23.204582,50.0,113.0,107.0,1.0,4.4,4.6,4.0,4.4,100.0,6.4214735,2.422837,16.689135,120.687775,3.0,False,False,False,False,False,False,10.0,64.2
cfbe1cac-5d8b-45c0-bff9-5ced07e14bd2,3.0,33.0,75.7338,4.0,1.0,6.0,0.597846,31.0,55.0,41.0,4.1,4.4,4.5,3.6,3.9,100.0,7.0489936,9.879328,0.7933282,97.963,2.0,False,True,False,True,False,False,4.0,70.4
980855a7-8235-40de-8c97-ec8739428c18,1.0,75.0,16.66903,20.0,5.0,3.0,35.169025,36.0,134.0,140.0,7.5,5.6,4.4,4.2,3.8,151.66684,10.22388,16.750057,22.994694,168.13536,3.0,False,False,False,True,True,False,11.0,42.8
c7cf50f2-8839-482a-a4df-6d1e99339ebb,3.0,49.0,83.05229,2.0,4.0,12.0,21.985434,46.0,111.0,108.0,7.4,1.1,4.4,4.5,3.7,100.0,12.714809,6.8799314,18.819706,124.65459,9.0,False,False,False,False,False,False,6.0,50.0
d56d7472-40ac-42a1-b39d-8a6ead147bc5,3.0,72.0,58.565014,9.0,1.0,4.0,14.456757,45.0,89.0,101.0,7.4,9.4,4.1,4.0,2.9,100.0,11.926395,18.943466,13.608797,106.59173,3.0,False,False,False,False,True,False,6.0,46.3
df96bb16-5790-49e6-ace9-8e24324ac861,1.0,28.0,29.487062,2.0,6.0,9.0,24.481802,45.0,105.0,114.0,5.7,3.3,3.7,3.9,4.4,100.0,9.665067,3.4759724,13.29121,119.4803,8.0,False,False,False,False,False,True,12.0,63.3
026dc551-3513-43be-bd61-7838e945af92,3.0,46.0,65.30959,4.0,4.0,6.0,15.899815,32.0,89.0,84.0,5.7,4.7,4.1,4.8,3.4,100.0,12.868907,0.88027716,5.3726535,117.36128,7.0,False,False,False,True,False,False,4.0,53.2
e8f94e88-9b00-4f75-99bd-be1a09bc6f01,1.0,45.0,45.76386,9.0,3.0,8.0,28.667406,56.0,128.0,129.0,3.0,4.3,3.8,3.6,5.0,100.0,7.9449925,11.3333235,24.688385,121.30006,1.0,True,False,True,False,True,False,6.0,47.1
f557df14-2217-4124-9cea-505a315659c9,3.0,71.0,1.2831448,13.0,3.0,2.0,14.858957,7.0,47.0,56.0,2.0,6.3,4.5,3.4,3.8,100.0,1.2822644,22.454294,7.8926225,86.7206,4.0,False,False,False,True,False,False,14.0,93.0
e508dd3d-5512-47c9-a6ba-62b58ffb3f19,2.0,24.0,91.18443,8.0,6.0,2.0,1.5799006,55.0,81.0,81.0,9.4,9.2,4.0,3.7,4.7,171.03606,13.976961,0.8343531,0.7554545,184.93413,7.0,False,False,False,True,False,True,15.0,62.0
ba45df58-166a-438a-a40a-8530e2841cc3,3.0,58.0,10.1005335,15.0,3.0,5.0,29.672558,49.0,138.0,131.0,8.5,0.4,3.7,3.6,3.0,100.0,3.829583,0.524688,3.4286742,106.73357,9.0,False,False,False,True,False,False,7.0,39.8
9c823a78-23cf-48dc-9d1b-6117a5d6b2ca,3.0,41.0,70.51838,15.0,1.0,6.0,36.70725,43.0,137.0,149.0,8.3,4.2,4.0,4.4,4.4,100.0,9.078352,27.561142,6.6647577,88.18197,3.0,False,False,False,True,True,False,14.0,47.5
8dcde1ea-44b4-4139-a8ed-6ba7b2032ac1,1.0,52.0,52.586834,17.0,3.0,8.0,28.395868,48.0,154.0,140.0,8.7,8.7,4.3,4.1,4.5,100.0,12.654043,3.6489487,1.7214487,110.72654,6.0,False,True,False,True,True,False,4.0,15.2
9e1e9b4c-252f-4f83-b6eb-df8be5f20032,3.0,67.0,1.7184879,17.0,5.0,7.0,35.46446,21.0,119.0,114.0,4.0,0.6,3.8,4.1,4.7,120.34173,6.353909,29.778522,14.526222,111.44334,12.0,False,False,False,False,False,False,10.0,61.5
d70a1689-d425-473a-9e04-a651afd8c420,3.0,53.0,67.03319,12.0,2.0,9.0,9.55478,17.0,64.0,59.0,6.2,6.2,3.7,4.7,3.2,133.17645,14.945382,18.495495,20.954342,150.58067,7.0,False,False,False,True,True,False,4.0,59.9
f5dc7b86-160f-4db8-904b-f281e7c63ee9,3.0,36.0,88.41554,10.0,5.0,2.0,14.016918,30.0,69.0,69.0,1.7,4.4,4.2,3.9,3.6,100.0,10.870137,12.897374,22.708174,120.68094,5.0,False,False,False,True,False,False,11.0,82.2
11261b90-4997-44b5-bcc7-d9d8d583c7f7,3.0,72.0,84.88705,1.0,5.0,2.0,5.040634,11.0,50.0,36.0,1.0,8.3,4.2,4.5,4.3,113.05663,9.032477,20.60818,14.528768,116.009705,9.0,False,True,False,False,False,False,10.0,83.6
a3c7d910-dbf7-4ab2-8a09-8d02aaef9821,3.0,72.0,60.825653,10.0,4.0,4.0,17.814013,51.0,115.0,107.0,8.4,3.1,3.9,4.8,4.1,105.43713,9.815045,28.638847,0.9434614,87.55679,10.0,False,False,False,True,True,False,12.0,54.2
fbe607df-a0ad-415a-af7c-2e50df44fc02,2.0,58.0,53.812138,11.0,6.0,8.0,8.283729,22.0,51.0,54.0,3.6,5.4,3.9,4.0,4.2,114.75859,6.648266,10.87167,24.165483,134.70067,7.0,False,False,False,False,True,True,5.0,73.3
6f9d8c34-ab4d-4013-879f-4486cd0e7fa4,2.0,74.0,99.373886,14.0,3.0,12.0,35.508835,56.0,150.0,144.0,1.0,5.7,4.2,4.5,3.8,100.0,7.4341383,13.443993,5.1893644,99.17951,7.0,True,False,False,False,False,False,14.0,54.6
fee41cdb-2e12-43b7-8e7b-02b403b1185a,2.0,20.0,49.510098,15.0,4.0,2.0,0.11936808,5.0,29.0,35.0,8.3,9.4,3.4,4.1,4.9,100.0,1.7045465,24.048424,23.476154,101.13228,5.0,False,False,False,False,False,False,4.0,64.9
2f34ec19-56ac-43f4-ba67-a48959c9990b,3.0,59.0,76.25492,18.0,6.0,11.0,31.424364,34.0,122.0,124.0,6.8,2.8,3.5,4.6,5.0,100.0,1.0451427,8.975274,0.50233895,92.572205,3.0,False,False,False,True,False,True,5.0,42.4
2505ab91-1978-44af-a731-406d4e206335,1.0,40.0,41.905426,2.0,1.0,1.0,27.00905,41.0,129.0,117.0,5.1,4.0,3.8,3.6,4.1,100.0,9.451065,17.411386,17.566797,109.606476,4.0,False,True,False,True,False,False,15.0,59.2
5db97078-075a-46ec-a012-843d0d721c91,3.0,39.0,48.410133,7.0,1.0,12.0,13.0186825,30.0,66.0,63.0,3.1,0.1,4.0,3.5,4.2,100.0,11.905896,29.212042,13.334082,96.02794,11.0,False,False,False,True,False,False,1.0,69.0
d0909cbc-3798-43fe-8590-4d91d78bb098,2.0,25.0,94.47719,15.0,4.0,4.0,3.83015,38.0,67.0,62.0,5.6,7.3,4.2,4.0,4.0,100.0,4.208548,15.490863,18.097921,106.815605,6.0,False,False,False,True,True,False,2.0,54.6
101c6c4b-09a3-46d8-902e-3e069c0722f6,2.0,42.0,82.994736,1.0,6.0,12.0,31.69601,20.0,114.0,105.0,3.4,2.2,4.8,3.8,4.7,164.94054,8.826496,16.965149,7.651446,164.45332,3.0,False,False,False,False,True,True,15.0,71.3
50ba457f-c296-4a7f-8719-b0f4f3f89d40,2.0,63.0,17.962013,15.0,3.0,4.0,32.041325,49.0,131.0,127.0,1.0,4.0,4.5,4.0,4.5,115.89674,9.154464,21.32369,11.012666,114.74018,5.0,False,False,False,False,True,False,2.0,43.2
2e5be1bb-afcb-4ac9-b6c9-73b664f6c49d,3.0,62.0,10.4145355,16.0,5.0,10.0,27.834623,20.0,93.0,99.0,4.7,2.5,4.0,4.1,3.4,100.0,5.455449,11.326623,6.4619946,100.59082,4.0,False,False,False,True,False,False,5.0,58.6
7c11ec07-fbb1-4418-adc4-e9f78fa27df4,3.0,54.0,72.56638,21.0,3.0,7.0,12.990195,5.0,63.0,50.0,3.3,4.9,4.1,4.5,3.7,124.821106,9.102501,9.387436,14.567456,139.10362,11.0,True,True,False,False,False,False,9.0,77.0
526e1a82-8abf-46bf-bcd0-1af20bc3b5a2,2.0,25.0,60.368816,14.0,4.0,9.0,23.193382,43.0,128.0,124.0,8.6,9.3,3.6,4.0,3.4,100.0,13.424861,13.057447,22.464722,122.83214,8.0,False,False,False,False,False,False,7.0,30.2
6f942528-8fe8-40d1-bb63-22383fc3dda2,3.0,27.0,29.342733,4.0,1.0,4.0,21.897192,32.0,111.0,106.0,6.5,8.4,4.1,3.9,5.0,100.0,14.621844,3.5292344,21.632765,132.72537,6.0,False,False,False,False,False,False,12.0,51.6
3ada3573-89b4-43ec-802b-9105095f500c,3.0,46.0,50.333782,13.0,1.0,8.0,14.665937,6.0,50.0,50.0,1.0,4.1,4.0,4.1,4.3,100.0,9.463157,13.758084,2.322643,98.02772,3.0,False,False,False,False,False,True,4.0,79.0
